tweet_id,sentiment,content
1962117283,negative,Does not feel good at all today
1962117413,positive,"@crystaaale dude, that's eff'ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly"
1962117763,negative,"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day"
1962134732,negative,I need more twitter friends. I'm checking this far too often and find nothing new
1962135014,negative,@wimnms well i miss her i think she would really like it  re:trina
1962135204,negative,@ChrisEfs i tryed that the other day but they werent giving up what they were using!
1962135505,positive,"@awaisnaseer I mailed @badar76 for some help, you got reply right now from him, I didn't get, which should probly mean I won't get it"
1962135586,negative,"Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can't stop crying"
1962135691,negative,Nothing like waking up slow in the morning. Docs appt today.
1962136242,negative,Where can I get nice food for Mam down the Bay that a) is likely to have room for 3 tonight and b) isn't the mingin' burger kitchen
1962136380,negative,my teeshirt is faaar too small for me but i like it too much to stop wearing it
1962136739,positive,@Irish_Jean awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! &amp;i'll pray for ur cousin
1962136782,positive,"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study"
1962136836,negative,It went really well! But the vid didnt work.  im sad
1962136850,positive,"@jerwjr Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love."
1962136906,negative,missed my friggin hair appt!!!
1962136994,negative,"@Quinztar Oh no, but that means that you won't be able to get pwned by my shottie this weekend"
1962137190,positive,"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x"
1962137407,negative,@orbitaldiamonds I want all the soldiers to come home so we don't have to hear about anymore being killed.
1962137981,negative,"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex..."
1962138498,negative,"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though."
1962138663,positive,@LadyLogan awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye
1962138839,negative,31 degree centigrade is much hotter than 30 degree centigrade
1962138909,negative,@atlanta_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...
1962139631,positive,Cant wait to leave work
1962139983,positive,Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better
1962140277,negative,@meiko911   didn't have time this morning to go all the way across town to take a pic (SO SAD)
1962140902,negative,"@OSCalendar @MetromixOrlando Either way, that's unfortunate to hear  Thanks you both for the head's up."
1962141083,negative,I don't do very good at funerals. Crying is way 2 contagious for me
1962141171,negative,@nick_carter The video is set to private
1962141737,negative,.@orbitaldiamonds I want all the soldiers to come home so we don't have to hear about anymore being killed.
1962142194,negative,am little bit upset   ppl is jerk-
1962142469,negative,Pretty sure I'm sat on the wrong train going the wrong way... Bah!
1962142867,negative,@marisatangorra it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc
1962143084,negative,. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed
1962143257,negative,"I don't get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,"
1962143344,negative,@edwardsheroin *taps shoulder* forgotten
1962143980,negative,is stuck inside when its so nice outside
1962144199,negative,@tojoha1 sucks that i had to delete it
1962144262,negative,FML i just spilled my entire can of diet coke IN MY LAP. yay
1962144297,negative,"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can't believe I just spent 10 minutes finding auto correct options"
1962144302,positive,just done planting the garden...hope sun will shine soon!
1962144352,negative,"Is feeling sick, probably a summer flu"
1962144367,negative,@pursebuzz http://twitpic.com/66z7a - I don't know why I always click on your doughnut pictures... lol I always end up wanting one
1962144504,negative,Ughh. That Miley creature song has infested itself in my brain!
1962144559,positive,where did the rain go??
1962144612,negative,Wanting to leave work early today but stuff keeps accumulating.  this Friday is so a Monday in disguise. lol
1962145072,negative,"@justinderekrich Good morning nyc! If I weren't broke, I would have landed there yesterday afternoon."
1962145185,negative,"@heartintherain yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO"
1962145354,negative,I hate taking lily to the doc to get shots. It makes me super sad
1962145600,negative,Oh dear. Sunburned back
1962145999,negative,@iamdiddy yeah I need a hug...cuz I am sick..
1962146313,negative,So apparently my dad thinks its ok to stalk my twitter. this has been the worst week ever. i hate my life.
1962146374,positive,Dance Flick actually NOT that good!
1962146660,negative,Still in meeting... I want some coffee right now cuz I didn't sleep well
1962146933,negative,is frustrated by twitter...my picture will not load.
1962147085,negative,@Mike_WSt the wheater here in Austria should be bad for the whole weekend. Sorry!
1962147183,negative,I miss my cousin so much
1962147394,negative,@lomeli09 i couldnt respond cuz i maxed out
1962147403,negative,@gealbhan_beag     I hate cat pee.
1962147412,negative,@nick_carter Your video is set to private..
1962147428,negative,@MarleeMatlin How did your book signing go?  If I lived there I would've came!
1962147441,negative,@reverieBR That sucks. I hope you find a new job soon
1962147490,negative,@nick_carter The video is private.
1962147827,negative,"I'm so confused about the weather, is it really gonna be sunny? or is it really gonna rain?"
1962147914,positive,"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless ....."
1962148313,negative,"WOW, got killed on first wave of Horde on Gears. FAIL"
1962148490,negative,Creased my nikes!!  ohh well... http://twitpic.com/66zfd
1962148948,negative,I am working like allways. i hope i have a good day havent talked to my Mr.Goofy in over 24hours so that cant possiabally be good
1962148974,negative,"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE"
1962149069,positive,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent
1962149190,positive,"BTW, for the record, can I just say I have waaay too many clothes.  While packing, found a green boa &amp; a 22&quot; velvet and black corset."
1962149930,negative,arrghh stupid eczema      i have to go soon. sort it OUT! :/
1962163633,negative,@azina too late...now it just hurts.
1962163673,negative,I worked at a car plant once..nobody believes me though. I repect all the hard workin folks in the world.
1962163841,negative,I hate my life
1962163950,negative,hates these khaki pants! project to do todayy
1962164410,positive,@emcerlain I know it's against the law... I am a rebel in small things.
1962164508,negative,Dear Allergies.. i hate you.. please go away...love always... your victim..
1962164760,positive,"@Flamenkers I send messages to greg all the time, no answer  its ok I still love o &amp; a, goog luck with your move to Erie."
1962165355,negative,i have runny nose... i can't breathe.. terrible feeling...
1962165449,positive,4 more days until my birthday!!! I don't want to get older
1962165568,negative,Is working allll weeekend
1962166133,negative,"iPhone today! I want to see The Morning Of in Virginia Beach, but I don't think I can get there"
1962166176,negative,In A and E arts Stephani's horse fell on wet ground and she landed on her head
1962166327,negative,"@rakka oh no, you're gonna have to break up w/your ups guy when you move"
1962166517,negative,"@technclrninjoe i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work"
1962166790,negative,@payforglory i am sorry i don't like girls ~that way
1962167001,positive,@AmongstStars awee!
1962167067,negative,"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad."
1962167899,negative,i JUST fucking cleaned the whole kitchen....and the asshole comes home &amp; is going to make a mess of it...my mom didn't even get to see it
1962167935,negative,tired but have a lot to do.  Looking forward to tabletop gaming tomorrow as a break from my constant programming
1962168057,positive,currently playing... part of the list
1962168164,positive,Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it's not looking good
1962168915,negative,My peeps is coming from chi*twn today for the weekend to hang w me and i dont have any time  always workin!
1962169005,negative,"Follow Friday is such a burden for me, because I want to add everyone, and I always forget people."
1962169404,negative,John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  http://yfrog.com/02mxjj
1962169447,positive,@Auggie5000 lmao boss ross don't come on out here  I love that man he was the truth
1962169841,positive,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they've already sent me 5 renewal letters for next year!"
1962169942,negative,Cruising &quot;Serious Eats NY&quot; does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/
1962170180,positive,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn't even see I got a haircut! LAAAME"
1962170334,negative,@kt__d  make it go awayyyyy
1962170375,negative,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says &quot;Crackerack&quot;?"
1962170599,negative,hut myself in the face with a hammer earlier by accident  obviously it hurts.
1962170645,negative,Bored and lonely at work
1962170690,negative,The stratus is going bye bye today  i loved that car in high school #fb
1962171008,negative,Erm ovaj &quot;video twitter&quot; iz Tweetia ne radi. Niï¿½ta od microcastinga
1962171066,negative,ran over a worm skating...  poor wormie. but glad to be back.
1962171118,negative,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls
1962171497,negative,"@dannyid the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing"
1962171612,negative,He's getting ear tubes in about an hour so no food
1962171623,positive,finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......
1962171780,positive,@nick_carter ah nick youï¿½ve set the vid to private  do you not want everyone 2 see it or has it been a mistake?
1962172250,positive,@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.
1962172252,negative,@barbsrad sorry to hear that
1962174044,positive,Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj
1962174184,negative,@pallet2005 apologies don't fix hurt feelings kev.  anyway i'll get it from u next time I c u.
1962174539,negative,"was mostly sick when she went to bed, but woke up feeling mostly dead"
1962174894,negative,LA unified summer schools drastically cut due to CA budget  cuts. Very sad
1962174895,negative,"@LauraKatzenberg Yo, what happened to my invite?"
1962175052,negative,@eoghancasey oh no!!    i wish i could lay out in the sun!!  i have no garden...LOL
1962175195,negative,I'm bored at work
1962175728,negative,i really want some starbucks right now  needing to find something to do tonight..
1962176377,negative,@Orion_Girl OOC sorry we keep missing each other...
1962176400,negative,"@SPACASSO Hey, Maria! I'm so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon."
1962177936,positive,@bondsbustyblond We've just 16ï¿½C today&amp;cold wind..  Want it 2b like 25ï¿½ to 30ï¿½! I love hot weather! But I reaped the 1st strawberry yday!
1962178056,positive,I don't want Warren to die. He's an awesome character!  I hate Clare she should fucking die once and for all.
1962178326,negative,Now i cant find him  Gonna be a sleepless night tonight
1962178497,positive,"@SU2C What about having one in TAMPA? I've been all excited to do the hunt, but I'm too far from any of those cities"
1962179065,negative,@ItsMeGregory you're so far
1962179375,positive,"Good am all..: hanging out with ma dad 2day, looking for a job still.."
1962179814,negative,I wanna roc wit'chu . Imy buu
1962180186,positive,@xxdePinkLadyxx I KNOW!!!!!!!!!!!!!!!! JOIN THE FREEKIN CLUB!!!!
1962181092,negative,"@GabrieleDurning  sadly we were too late for TraceyCakes, but we got them elsewhere- not the same but still yummy. Tea w wee on wknd!"
1962181217,negative,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest."
1962181356,positive,"@darklord1  Ohh what fun! A night at Slimes, I miss that place!"
1962181450,negative,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
1962187061,negative,gosh it's anoher cloudy day  wish they would go away.. or rain..
1962187986,negative,@nick_carter Vid is marked private..
1962188151,negative,Dangit...cuz of this weather the house painting is going to be dragged out till next week.
1962188314,negative,@KING617 I REEEALLY wish I could be there  haven't been n a while.what's goin on down there lately?
1962188578,negative,"hates everything about seafood..esp smell! just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
1962188721,negative,Very bad things.......I need to stop thinking!
1962188741,negative,@dj_crisis deathmatch? I don't have that game. Plus.... I'm not really good at any games  lol
1962188987,negative,Stressed out fro work and having a drink
1962189037,negative,@deejaychips i havent laid my verse yet...
1962189406,negative,@paintgranny my little felted thing looks like an incestuous by- product of two of your lovelies
1962189646,negative,the live version is so much better  ? http://blip.fm/~79my3
1962190247,positive,"@duncangela I tried sooooo hard to work from home today, but failed  Not my fault though."
1962190322,negative,@Madrox My condolences.
1962190406,negative,@corcorjdore I hope you meant ten hour shiFt ya nasty. Poor guy either way   http://myloc.me/1ZSJ
1962190482,negative,"@stacywillert yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident"
1962190542,positive,"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then."
1962190763,negative,Probably because it wasnt a command...bet you dont understand pay out on fantasy football either  ..droids   Look out for @eCouchCoach
1962190830,negative,"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*"
1962190871,positive,@marianalizbeth yayy!!! Im gonna see you today! I miss you!
1962190929,negative,@ClipperPrincess No I haven't made my page yet.  Had to work
1962191785,positive,"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself"
1962191946,negative,@tanyaahedo - I know! It was drizzling all the way to work!  Hope it warms up this weekend....
1962192122,negative,Tryin to get motivated to go downtown to meet with my girl friends... Kinda dont want to but I always cancel
1962192317,positive,@danni_30439 I really wish I could go!
1962192529,negative,@danger_skies miss you too :'( it is!i never want to come home.....seriously
1962192576,negative,"exams are in 2 days, and i'm not prepared  so dead"
1962192878,negative,Just got to the hospital. Jimmys really bad....please please send your good thoughts. I'm really worried.
1962193244,negative,@serda23 Depends on what they want for it....I've become poor again
1962193628,negative,@misamille Where are u  miss you I hope you are doing well *sending big hugs*
1962193771,negative,"OK, home made pizza tonight, but horrors, I've run out of anchovies"
1962193859,negative,night nurse!! :S
1962194780,negative,@alltimebritt lol dammit  well then next time then
1962195160,positive,Yeah it's Friday but I have to work at 5am tomorrow  oh well going shopping afterwork
1962195209,positive,"@nick_carter Gotta make the video public, dear. LOL ...can't see it."
1962195304,negative,ScREW MY PHONE. ITS BROKEN. DONT BOTHER TEXTING.
1962195549,negative,@nick_carter THE LINK DOESNT WOR
1962195602,positive,@_HarryKim OOC:  It's okay.  Maybe our schedules will work out soon.
1962196027,negative,Gotta go to the doctor this morning  i feel so sick right now. i can barely talk but i'm still yelling across the house lol
1962196747,negative,No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0
1962196815,negative,"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black"
1962197390,negative,@Pretty23rd I wasn't feeling it
1962197430,negative,"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help"
1962197648,negative,@anz_rocks19  i have to break the twitterparty... im off home soon
1962197808,negative,UGH I missed the POTUS @ MY Five Guys!!!! 2 blocks from my house and 3 blocks from my job.  http://www.politico.com/politico44/
1962197848,negative,Got Firefox working again. Now I just have to get back all of my bookmarks...
1962197947,positive,"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow"
1962197959,negative,I'm gonna miss them so much  I'm crying right now... :/
1962198019,positive,"fourteen hours later, i'm still having the worst allergy flare-up in my life from shooting an engagement session in a field last night..."
1962198266,positive,@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU
1962198322,positive,"just got back from the BBQ, i got sunburn on my legs, well sore"
1962198472,negative,WAH. i'm gonna miss bowie people  ESP YOU ALYANNA BONDOC &lt;3 and Cesar. D:&lt; I dunno if I can survive without my SOSA!
1962199059,positive,@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages
1962199347,negative,@nick_carter it says the video is private... and won't let me watch
1962199371,negative,@P33ZY  My Power was cut off  thats where i went
1962199455,positive,I can't wait to see UP! How dare @katymoe have a &quot;real&quot; job. Probably going to have to wait until tomorrow.
1962200179,negative,I'm back!! Sudden wave of melancholy takes over. I miss the Shining Emblem
1962200351,negative,"What I would have done with legless stillborn spaniels, no idea. BUT I WAS SAD, so now, 20yrs later, strawberries = dead puppies."
1962200376,negative,Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement
1962200572,negative,@petewentz hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine
1962200603,negative,@kheiny so the beneath show got cancelled BUMMER! i guess i wont see you til cornerstone  who are you goign with?
1962200703,negative,@JayLenoTonight  Jay I'm so sad its your last night on the show Its my last night watching it too I can't watch Conan  see you at 10 pm
1962200718,negative,is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t
1962200824,negative,@nick_carter THE LINK DOESNT WORK
1962201066,negative,is awake and does not want to go to work...
1962201239,positive,FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.
1962201280,negative,Lunch isn't until 1:00 but I'm already so hungry.
1962201438,negative,"this evening,picking up n'pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite).."
1962201539,negative,revising for exams
1962201693,negative,@iNetters thank you
1962202132,negative,I need some free #fieldnotes because I can't travel to North 3rd Street in Philly to buy my own.
1962202327,negative,Eu to com fome
1962202403,positive,is trying to find something to do tonight
1962202497,negative,@IanMcNaughton you need to share the h/w love! Some of us are still rocking 2008's gear.
1962202780,negative,doing the awful online portuguese test!
1962203247,negative,I must be the only fool in twitterland that doesn't get retweet!!  #sadsville
1962203470,positive,@candypants2 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather
1962203585,positive,Fighting a migraine   Medication is almost working.
1962203765,positive,"Man, the French Open has been on for a week and I haven't had the opportunity to catch a single match"
1962208182,negative,@spencerkeasey yeah doesn't that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad
1962208321,negative,@chcuk WTF why can't you come race with us?? ughh  where's your road race at on sunday?
1962208725,negative,My first car is offically gone.  good bye my turquoise topaz. You will be missed greatly.
1962209044,negative,i dreamt about monsters last night.  like a little girl.
1962209329,negative,...just not that into me
1962209368,positive,Wishing I could have seen my nephew graduate from kindergarten!
1962209891,negative,@LimeIce On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com
1962210053,negative,@TeamTSwift  that's bad luck!
1962210271,negative,at f***** work  .... want somebody to come ???
1962210503,negative,"i love Fly With Me, live chats and don't like being sick."
1962210607,positive,"@susannaheanes bwaha! It's so far away, though.  But it looks fluffy! And Jared's hair's SHINNNY."
1962210609,negative,meditating on my plans for the weekend...gotta work saturday...
1962211225,positive,"@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then"
1962211306,negative,"I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,  grim"
1962211615,negative,"@redsoxgirl28 been there, sadly.  this isn't your first rodeo, my dear, I suspect you've learned your lesson?"
1962211811,negative,Bushidokan class got canceled.   I'll just have to sign up for karate someplace else!!
1962211890,positive,"Note to self: Omelets are better when made with butter, not olive oil.  Also, @laurendanyelle doesn't like my cooking *spits in a napkin*"
1962212092,negative,@michaelbolton Yes...met Jon last yr at an interesting &quot;Questionning Agile&quot; Agile 2008 session.  Don't see him on this yr's schedule.
1962212266,negative,@KoFiBaBy wats gooood !! miss yall already
1962212356,negative,@HayesN  How come everyone seems to make so much more money than me.
1962212853,negative,"@RNconsult alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm &amp; ask, &quot;What is that noise about?&quot;"
1962213196,negative,i dont feel good! sick to my stomach
1962213285,negative,@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set
1962213497,negative,My moms calling hospice 4 great gpa  its only a matter of time only God knows.
1962213992,negative,this day cant go by any slower
1962214393,negative,Redskins release Jon Jansen.  That guy put in a ton of sweat and bruises for the team.  He will be missed.    http://tinyurl.com/mdewfk
1962214770,negative,"@breedimetria I'm talking bout everyone in general, no one wants to play with me"
1962215085,negative,Education doesn't move forward because we keep repeating our past (sigh)
1962215445,negative,Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.
1962215471,negative,"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes."
1962215569,negative,@technicoloring 1720 HA. except omg amy bb I have to give my loaner laptop back today so I may be without one for up to a month
1962215942,negative,@smartie999 That's me on a good day
1962216032,positive,@fstrevisan vocï¿½ que sumiu forever do msn.
1962216625,negative,"On the way to Wildomar, CA towing the Lexus"
1962216687,negative,"Off to meeting in Lincoln Square, bummer, no more free parking"
1962216862,positive,I'm a lil sad looks like nomore brooklyn 4 a while WTF @lailashah
1962217992,negative,Can not get pictures to print without brown splotches. Must not have gotten tanks clean enough... Will have to do again prob
1962218050,negative,"i feel extra-nauseous all of a sudden, like my stomach wasn't ready to resume peristalsis after the events of two nights prior"
1962218197,negative,sure wish the cat would stop hiding
1962218336,positive,@thedrumlife Oh we're friends now? You know you're so up &amp; down with me.  I retract my last statement thennnnnnnn.
1962218402,negative,"@xombie yeah, NO. I already called to ask."
1962218483,negative,"@artbynemo My name is Chad, but I won't be here tomorrow"
1962219516,negative,Maybe I won't be getting a call.
1962219911,positive,this chipotle line is out the door! but I really want it!!
1962220084,negative,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime
1962220233,negative,@BROADWAYBOE I work till 6:30 daily at the bank~how do I get free ribfest passes???
1962220378,negative,The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.
1962220525,negative,"oh no  according to laineygossip, taylena is OVER!  bc of his fame?! gosh poor @selenagomez two heartbreaks in a row :-/"
1962220579,negative,@myersandchang it's not.
1962220603,negative,Hi ho its off to work i go again
1962220717,negative,@DavidArchie I listening Your album on youtube. So awesome. But i can't buy it
1962220867,negative,My poor poor mouth
1962221088,negative,some1 said if your not online your a no1...if you are online your a no1.. can't bloody win  lol
1962221157,positive,@marisette Weird! Maybe all the updates just aren't being sent to my phone  Haha
1962221710,negative,"going to work at one sucks, I miss happy hour at sonic"
1962221769,negative,Wanted to buy Amber Bensons death's daughter today and no where had it
1962222102,negative,"@alissas I can't believe that he almost got put down, before the rescue group went and got him."
1962222148,negative,Snap. Breaking out again
1962222395,negative,@elishakhalid I called but you didnt answer
1962222507,negative,@projectcloud pinched nerve
1962222681,negative,is very worried about sam  and wants to know he okay!
1962222699,negative,@snow_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too
1962222720,negative,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own
1962222789,negative,@JazzyLadee1908  I try pretty hard to engage everyone I follow! Some of them lack interesting shit to say so they end up unfollowed
1962222904,negative,@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled
1962222954,negative,@Im_Queen sorry if I got u sick.
1962223605,negative,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.
1962223763,negative,Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!
1962224027,negative,Busy busy bee.....  I wish I didn't have 2 do laundry! Worst
1962224754,negative,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines"
1962224764,negative,wat a stressful week i jus hope everything falls into place 4me
1962224876,negative,@ThePrinceBeMe Awww why you giving me sad faces? That's how you feel?
1962227786,negative,wonders why am I so clumsy lately?  http://plurk.com/p/x28ka
1962227882,negative,I miss my site!!
1962227996,negative,@Dangrmous where my terri go?
1962228001,positive,"@kaylee2o3 HA! finally found someone I know! happy summer Kaylee, too bad I dont get to kick next to you anymore"
1962228202,negative,Wish i was famous like some of d people im following
1962229040,negative,@babyblueonline Awww Thatss Well Sad  x
1962229317,positive,@coollike are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me
1962229629,negative,...just waiting to get picked up at the train station by my bro and then off to the gym. Can't believe I bumped someone last night
1962229678,negative,"@bustermcleod Oh shit, happy late birthday! (my txt didn't send  )"
1962229884,negative,Lover's bus is late. that means i won't see him until three hours later than planned.
1962230635,negative,@hezmcfly eww  What r u doing atm?
1962230931,negative,@sallyorourke What do you mean by your portfolio is sad?  No luck here.  I've applied about 30 places so far.
1962231513,negative,"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off."
1962231573,negative,Yorks V Lancs on the telly. Not going too well for Yorkshire.
1962231606,negative,@flashlight Hah! Just wait till you turn 40
1962231640,negative,Pissing annoying date stamp on all my pictures. Wish I'd remembered to turn it off.
1962231700,negative,damn... people contain gluten so now i cant be a cannibal
1962231862,negative,Thinking about opening MacMaze sources as I don't have time to work on it anymore
1962232248,negative,@fmpug doh! I'm out of town so I can't get my results from the mail
1962232308,negative,I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.
1962232368,negative,"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me"
1962232487,negative,@SEGA why not united kingdom
1962232865,negative,I wish pitchfork would shutup about #primavera.  Makes me miss spain
1962232925,negative,office hours/trying to make my computer feel better.
1962232934,negative,@gabyrizzo i want pho... i've never had it before.
1962233269,negative,is watching Mock the Week and is slowing cooking
1962233315,negative,At work sick  but I'm ok to the mall!
1962233332,negative,@nick_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!
1962233523,negative,"Thinking about Con Law, fighting a headache, &amp; Paying bills..."
1962234127,negative,saying goodbye to @jesshowe for a year  she's been awesome in helping me fit into the team at Veritas!
1962234248,negative,Yeah. It's sad.
1962234255,negative,"rainy day = Home do what I love to do =WRiTTING MUSiC, a dream dat I gave up on a long time ago"
1962234267,positive,Today's ABA has been full of emotional tears  #ASD #autism some days are harder than others.  Its hard to not intervene  poor baby
1962234541,negative,@mattydavidson noo  i only started 4th season on wednesday but im on ep11 (Y)
1962234982,negative,@cheesetal i miss coffee
1962235322,negative,@craigmcgill Actually maybe not - it's sold out for Sat lunch
1962235394,negative,@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them
1962235452,negative,makin tea an its stressin me out
1962235481,positive,"@yikes77 It would be great if those VIPS were for some acts I'd enjoy seeing, but noooo."
1962235672,positive,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I'm sittin down!!
1962235900,negative,going to the doctors
1962236661,negative,@bowwow614 Hey! Is it going to be viewable in the UK this time?  It broke my heart when I couldn't play the last one  haha.
1962236749,negative,"@ESPNCommunityEd Don't forget Nash, how disappointing as a Suns fan"
1962237614,positive,Ugh. Another &quot;what day is it today?&quot; (5 most uttered words last 2 weeks for me) - Missed a 10 yr old birthday &amp; it was even on my iCal.
1962237814,negative,"Truck has bit the dust, don't know if I'll make the Mustangs game tomorrow"
1962237935,negative,i feel some type of way cause im not talkin to anyone...
1962237963,negative,my whole back is burnt from tanning. ouch
1962237966,negative,Cold day :/ Studing all day long to the tests tomorrow
1962238302,negative,needs a job
1962238508,negative,"Great weekend ahead at #catlaughs comedy festival in Kilkenny, weather is fantastic. Unfortunately I have to go to Israel on Sunday"
1962238521,negative,im hungry.due to last night's dinner..or lack there of.. someone take care of me
1962239836,positive,@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today
1962239908,negative,@StaceyVPofWC  I wish I knew someone down there who could hook us up.   a friend told me once that they got crappy seats for a show in CHI
1962239983,positive,"Yea, someone is getting the best of me."
1962240446,negative,I think I'm gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy
1962240584,positive,Goodbye sex in the city  let me hurry and give mi cuz that paper work @lailashah !!! Have 2 have summer in BK !!!
1962240741,negative,my trousers are damp.
1962241339,positive,Cops tell #Tori's Dad they may never find her remains  http://lfpress.ca/newsstand
